id;short_description;nom;id_manufacturer;categorie;gencod;upc;minimal_quantity;prix_final;prix_unite;unite;reference;weight;feature[0];feature[1];feature[2];feature[3];feature[4];filename;etat;;;;
1825;Viande hachée CHARAL La boite 400g;Viande hachée;976;6261;3,18E+12;123212001;1;25.900200;4.316700;6;984468;2.400000;Conditionnement-La boite 400g;Unité par carton-6;NB carton/palette-90;DLV Garantie-120;DLV Théorique-360;centraleachatexport.com/24097-small_default/viande-hachee.jpg;1;;;;
1826;Steaks hachés extra moelleux 15% M.G. x4 CHARAL Le paquet 400g;Steaks hachés extra moelleux 15% M.G. x4;976;6261;3,18E+12;123212002;1;22.565700;3.760950;6;944264;2.800000;Conditionnement-Le paquet 400g;Unité par carton-6;NB carton/palette-228;DLV Garantie-90;DLV Théorique-150;centraleachatexport.com/24098-small_default/steaks-haches-extra-moelleux-15-mg-x4.jpg;1;;;;
1827;Steaks extra moelleux x10 CHARAL Le paquet 1kg;Steaks extra moelleux x10;976;6261;3,18E+12;123212003;1;49.735800;8.289300;6;944983;6.000000;Conditionnement-Le paquet 1kg;Unité par carton-6;NB carton/palette-108;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24099-small_default/steaks-extra-moelleux-x10.jpg;1;;;;
1828;Steaks hachés authentIque  CHARAL Le pack 8 x 125g;Steaks hachés authentIque;976;6261;3,18E+12;123212004;1;64.125000;10.687500;6;762682;6.000000;Conditionnement-Le pack 8 x 125g;Unité par carton-6;NB carton/palette-108;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24100-small_default/steaks-haches-authentique.jpg;1;;;;
1829;Haché moelleux emmental CHARAL Le pack 8 x 100g;Haché moelleux emmental;976;6261;3,18E+12;123212005;1;41.001300;6.833550;6;568329;4.800000;Conditionnement-Le pack 8 x 100g;Unité par carton-6;NB carton/palette-135;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24101-small_default/hache-moelleux-emmental.jpg;0;;;;
1830;Steaks hachés le pur boeuf surgelés x10 CHARAL Le paquet 1kg;Steaks hachés le pur boeuf surgelés x10;976;6261;3,23E+12;123212006;1;56.953800;9.492300;6;944561;6.000000;Conditionnement-Le paquet 1kg;Unité par carton-6;NB carton/palette-108;DLV Garantie-90;DLV Théorique-150;centraleachatexport.com/24102-small_default/steaks-haches-le-pur-boeuf-surgeles-x10.jpg;1;;;;
1831;Grillet de veau pané  CHARAL Le paquet 400g;Grillet de veau pané;976;6261;3,23E+12;123212007;1;17.279100;2.879850;6;944645;2.400000;Conditionnement-Le paquet 400g;Unité par carton-6;NB carton/palette-228;DLV Garantie-120;DLV Théorique-240;centraleachatexport.com/24103-small_default/grillet-de-veau-pane.jpg;1;;;;
1832;Maxi boulettes au boeuf 15% M.G. x12 CHARAL La boite 360g;Maxi boulettes au boeuf 15% M.G. x12;976;6261;3,23E+12;123212008;1;16.824600;2.804100;6;944769;2.200000;Conditionnement-La boite 360g;Unité par carton-6;NB carton/palette-204;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24104-small_default/maxi-boulettes-au-boeuf-15-mg-x12.jpg;1;;;;
1833;Steak hachés 5% x4 CHARAL;Steak hachés 5% x4;976;6261;3,23E+12;123212009;1;33.734700;5.622450;6;861609;2.500000;Unité par carton-6;NB carton/palette-204;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24105-small_default/steak-haches-5-x4.jpg;1;;;;;
1834;Steaks hachés surgelés 15% M.G. x4 BELLE FRANCE La boite 400g;Steaks hachés surgelés 15% M.G. x4;917;6261;3,26E+12;123212010;1;13.863000;3.465750;4;944504;2.540000;Conditionnement-La boite 400g;Unité par carton-6;NB carton/palette-228;DLV Garantie-90;DLV Théorique-150;Produits belle france -oui;centraleachatexport.com/29633-small_default/steaks-haches-surgeles-15-mg-x4.jpg;1;;;
1835;Steaks hachés surgelés 15% M.G. x2 BELLE FRANCE La boite 200g;Steaks hachés surgelés 15% M.G. x2;917;6261;3,26E+12;123212011;1;23.400000;1.950000;12;944488;2.600000;Conditionnement-La boite 200g;Unité par carton-12;NB carton/palette-204;DLV Garantie-90;DLV Théorique-150;Produits belle france -oui;centraleachatexport.com/29634-small_default/steaks-haches-surgeles-15-mg-x2.jpg;1;;;
1836;Steaks hachés 20% M.G. ECOPRIX Le pack 10 x 100 g;Steaks hachés 20% M.G.;918;6261;3,26E+12;123212012;1;42.696900;7.116150;6;951905;6.000000;Conditionnement-Le pack 10 x 100 g;Unité par carton-6;NB carton/palette-96;DLV Garantie-180;DLV Théorique-365;centraleachatexport.com/28585-small_default/steaks-haches-20-mg.jpg;1;;;;
1837;Steaks hachés surgelés 15% M.G. x 10 BELLE FRANCE La boite 1kg;Steaks hachés surgelés 15% M.G. x 10;917;6261;3,38E+12;123212013;1;50.739300;8.456550;6;952085;6.000000;Conditionnement-La boite 1kg;Unité par carton-6;NB carton/palette-96;DLV Garantie-160;DLV Théorique-300;Produits belle france -oui;centraleachatexport.com/29635-small_default/steaks-haches-surgeles-15-mg-x-10.jpg;1;;;
1838;Viande hachée 20% M.G. WINNY Le paquet 800g;Viande hachée 20% M.G.;920;6261;5,40E+12;123212014;1;56.872500;5.687250;10;580720;8.000000;Conditionnement-Le paquet 800g;Unité par carton-10;NB carton/palette-64;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24106-small_default/viande-hachee-20-mg.jpg;1;;;;
1839;Steak 100% boeuf halal ISLA DELICE  Le paquet 800g;Steak 100% boeuf halal;947;6261;3,51E+12;123212015;1;46.324800;7.720800;6;765669;5.200000;Conditionnement-Le paquet 800g;Unité par carton-6;NB carton/palette-96;DLV Garantie-120;DLV Théorique-240;centraleachatexport.com/42166-small_default/steak-100-boeuf-halal.jpg;1;;;;
1840;Boulette boeuf halal ISLA DELICE  Le paquet 810g;Boulette boeuf halal;947;6261;3,51E+12;123212016;1;35.222400;5.870400;6;765842;5.000000;Conditionnement-Le paquet 810g;Unité par carton-6;NB carton/palette-96;DLV Garantie-120;DLV Théorique-240;centraleachatexport.com/29113-small_default/boulette-boeuf-halal.jpg;1;;;;
1841;Gigot agneau   Le paquet 1,9kg;Gigot agneau;0;6261;9,42E+12;123212017;1;129.198600;21.533100;6;970202;8.500000;Conditionnement-Le paquet 1.9kg;Unité par carton-5;NB carton/palette-64;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/32900-small_default/gigot-agneau.jpg;1;;;;
1842;Filet de sole tropical   Le sachet 500g;Filet de sole tropical;0;6261;852483;124214001;1;41.998500;27.999000;10;852483;5.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-54;DLV Garantie-180;DLV Théorique-360;;0;;;;
1843;Filet de sole tropical Sénégal  Le sachet 500g;Filet de sole tropical Sénégal;0;6261;978148;124214002;1;55.893000;37.262000;10;978148;5.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-104;DLV Garantie-180;DLV Théorique-360;;0;;;;
1844;Nuggets 100% filet de colin d'Alaska IGLO L'étui 300g;Nuggets 100% filet de colin d'Alaska;1052;6261;3,01E+12;124214003;1;19.296900;3.216150;6;980508;2.000000;Conditionnement-L'étui 300g;Unité par carton-6;NB carton/palette-270;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24107-small_default/nuggets-100-filet-de-colin-d-alaska.jpg;0;;;;
1845;4 Coquilles Saint-Jacques* à la Bretonne TIPIAK Le sachet 360g;4 Coquilles Saint-Jacques* à la Bretonne;1039;6261;3,17E+12;124214004;1;87.174000;7.264500;12;563544;6.600000;Conditionnement-Le sachet 360g;Unité par carton-12;NB carton/palette-80;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24108-small_default/4-coquilles-saint-jacques-a-la-bretonne.jpg;1;;;;
1846;Colin d'Alaska beurre citron MARIE L'étui 400g;Colin d'Alaska beurre citron;992;6261;3,25E+12;124214005;1;23.635800;3.939300;6;943001;2.350000;Conditionnement-L'étui 400g;Unité par carton-6;NB carton/palette-154;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24109-small_default/colin-d-alaska-beurre-citron.jpg;1;;;;
1847;Colin d'Alaska Bisque de crevettes MARIE L'étui 400g;Colin d'Alaska Bisque de crevettes;992;6261;3,25E+12;124214006;1;23.635800;3.939300;6;943209;2.400000;Conditionnement-L'étui 400g;Unité par carton-6;NB carton/palette-154;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24110-small_default/colin-d-alaska-bisque-de-crevettes.jpg;1;;;;
1848;Filets de cabillaud surgelés x4 BELLE FRANCE La boite 400g;Filets de cabillaud surgelés x4;917;6261;3,26E+12;124214007;1;48.693000;4.869300;10;985200;4.200000;Conditionnement-La boite 400g;Unité par carton-10;NB carton/palette-240;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/38115-small_default/filets-de-cabillaud-surgeles-x4.jpg;1;;;
1849;Filets de colin d'Alaska nature surgelés x4 BELLE FRANCE La boite 400g;Filets de colin d'Alaska nature surgelés x4;917;6261;3,26E+12;124214008;1;28.057500;2.805750;10;985226;4.200000;Conditionnement-La boite 400g;Unité par carton-10;NB carton/palette-240;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/37234-small_default/filets-de-colin-d-alaska-nature-surgeles-x4.jpg;1;;;
1850;Filets de colin d'Alaska meunière surgelés x2 BELLE FRANCE La boite 250g;Filets de colin d'Alaska meunière surgelés x2;917;6261;3,26E+12;124214009;1;30.069000;2.505750;12;985564;3.500000;Conditionnement-La boite 250g;Unité par carton-12;NB carton/palette-110;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/36812-small_default/filets-de-colin-d-alaska-meuniere-surgeles-x2.jpg;1;;;
1851;Filet de cabillaud pane x4 BELLE FRANCE La boite 200g;Filet de cabillaud pane x4;917;6261;3,26E+12;124214010;1;24.384600;2.032050;12;985242;1.500000;Conditionnement-La boite 200g;Unité par carton-12;NB carton/palette-176;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/29637-small_default/filet-de-cabillaud-pane-x4.jpg;1;;;
1852;Filets de cabillaud panés BELLE FRANCE La boite 400g;Filets de cabillaud panés;917;6261;3,26E+12;124214011;1;54.012000;3.375750;16;985267;4.170000;Conditionnement-La boite 400g;Unité par carton-16;NB carton/palette-100;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/38487-small_default/filets-de-cabillaud-panes.jpg;1;;;
1853;Filets de colin d'Alaska surgelés x4 BELLE FRANCE La boite 200g;Filets de colin d'Alaska surgelés x4;917;6261;3,26E+12;124214012;1;18.473400;1.539450;12;985283;1.500000;Conditionnement-La boite 200g;Unité par carton-12;NB carton/palette-176;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/38272-small_default/filets-de-colin-d-alaska-surgeles-x4.jpg;1;;;
1854;Filets de colin d'Alaska panés surgelés x8 BELLE FRANCE La boite 400g;Filets de colin d'Alaska panés surgelés x8;917;6261;3,26E+12;124214013;1;41.227200;2.576700;16;985309;4.170000;Conditionnement-La boite 400g;Unité par carton-16;NB carton/palette-192;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/38739-small_default/filets-de-colin-d-alaska-panes-surgeles-x8.jpg;1;;;
1855;Bâtonnets de poisson pané surgelés x10 BELLE FRANCE La boite 300g;Bâtonnets de poisson pané surgelés x10;917;6261;3,26E+12;124214014;1;17.980200;1.498350;12;985408;3.160000;Conditionnement-La boite 300g;Unité par carton-10;NB carton/palette-256;DLV Garantie-180;DLV Théorique-360;Produits belle france -oui;centraleachatexport.com/37900-small_default/batonnets-de-poisson-pane-surgeles-x10.jpg;1;;;
1856;Beignets de calmar à la romaine AURELMAR Le sachet 500g;Beignets de calmar à la romaine;1053;6261;3,27E+12;124214015;1;27.333600;3.416700;8;850768;6.000000;Conditionnement-Le sachet 500g;Unité par carton-8;NB carton/palette-72;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24111-small_default/beignets-de-calmar-a-la-romaine.jpg;1;;;;
1857;Morue dessalée   Le sachet 1kg;Morue dessalée;0;6261;3,27E+12;124214016;1;32.361000;8.090250;4;949727;10.000000;Conditionnement-Le sachet 1kg;Unité par carton-4;NB carton/palette-112;DLV Garantie-180;DLV Théorique-360;;1;;;;
1858;Portion lieu noir   Le sachet 500g;Portion lieu noir;0;6261;3,27E+12;124214017;1;44.130000;4.413000;10;959189;5.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-96;DLV Garantie-180;DLV Théorique-360;;0;;;;
1859;Filet rouget   Le sachet 500g;Filet rouget;0;6261;3,27E+12;124214018;1;58.672500;5.867250;10;945469;10.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-90;DLV Garantie-180;DLV Théorique-360;;1;;;;
1860;Pavé de saumon sauvage x 4;Pavé de saumon sauvage x 4;0;6261;3,27E+12;124214019;1;40.041000;26.694000;10;951848;5.600000;Unité par carton-10;NB carton/palette-72;DLV Garantie-180;DLV Théorique-460;centraleachatexport.com/35390-small_default/pave-de-saumon-sauvage-x-4.jpg;0;;;;;
1861;Portions de saumon Kéta du Pacifique x 2 AURELMAR Le sachet 250g;Portions de saumon Kéta du Pacifique x 2;1053;6261;3,27E+12;124214020;1;62.778000;3.138900;20;959163;5.000000;Conditionnement-Le sachet 250g;Unité par carton-20;NB carton/palette-96;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/29136-small_default/portions-de-saumon-keta-du-pacifique-x-2.jpg;1;;;;
1862;Filet de panga  Le sachet 500g;Filet de panga;0;6261;3,27E+12;124214021;1;26.146500;2.614650;10;952382;10.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-80;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/38551-small_default/filet-de-panga.jpg;1;;;;
1863;Filet de merlu blanc PICARD Le sac 1kg;Filet de merlu blanc;1054;6261;3,33E+12;124214022;1;56.872500;37.915000;10;984120;10.000000;Conditionnement-Le sac 1kg;Unité par carton-10;NB carton/palette-55;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24112-small_default/filet-de-merlu-blanc.jpg;0;;;;
1864;Filet de colin d'alaska   La boite 800g;Filet de colin d'alaska;0;6261;3,58E+12;124214023;1;44.952000;4.495200;10;986166;8.000000;Conditionnement-La boite 800g;Unité par carton-10;NB carton/palette-55;DLV Garantie-180;DLV Théorique-360;;1;;;;
1865;Filet de merlu blanc   Le sachet 800g;Filet de merlu blanc;0;6261;3,58E+12;124214024;1;65.225250;4.348350;15;968024;12.000000;Conditionnement-Le sachet 800g;Unité par carton-15;NB carton/palette-40;DLV Garantie-180;DLV Théorique-360;;1;;;;
1866;Filet de merlan PAYSAN BRETON La boite 500g;Filet de merlan;2458;6261;3,59E+12;124214025;1;77.634000;7.763400;10;972984;5.000000;Conditionnement-La boite 500g;Unité par carton-10;NB carton/palette-80;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/29116-small_default/filet-de-merlan.jpg;0;;;;
1867;Filet de merlu PAYSAN BRETON Le sachet 500g;Filet de merlu;2458;6261;3,59E+12;124214026;1;77.634000;7.763400;10;972042;5.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-80;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/29115-small_default/filet-de-merlu.jpg;0;;;;
1868;Filet de sardines PAYSAN BRETON Le sachet 500g;Filet de sardines;2458;6261;3,59E+12;124214027;1;48.219000;4.821900;10;970228;5.000000;Conditionnement-Le sachet 500g;Unité par carton-10;NB carton/palette-80;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/29117-small_default/filet-de-sardines.jpg;0;;;;
1869;6 croquettes de poisson Ail et Fines Herbes FINDUS L'étui 300g;6 croquettes de poisson Ail et Fines Herbes;1048;6261;3,60E+12;124214028;1;15.814800;1.976850;8;946087;1.800000;Conditionnement-L'étui 300g;Unité par carton-8;NB carton/palette-182;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/39088-small_default/6-croquettes-de-poisson-ail-et-fines-herbes.jpg;1;;;;
1870;Cabillaud x 4 tranches FINDUS La boite 400g;Cabillaud x 4 tranches;1048;6261;3,60E+12;124214029;1;44.884800;7.480800;6;957209;2.400000;Conditionnement-La boite 400g;Unité par carton-6;NB carton/palette-160;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/37528-small_default/cabillaud-x-4-tranches.jpg;1;;;;
1871;Colin d'Alaska x 4 tranches FINDUS La boite 400g;Colin d'Alaska x 4 tranches;1048;6261;3,60E+12;124214030;1;26.630100;4.438350;6;945360;2.000000;Conditionnement-La boite 400g;Unité par carton-6;NB carton/palette-352;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/38409-small_default/colin-d-alaska-x-4-tranches.jpg;1;;;;
1872;Cabillaud x 2 tranches FINDUS La boite 200g;Cabillaud x 2 tranches;1048;6261;3,60E+12;124214031;1;35.998800;4.499850;8;945444;2.650000;Conditionnement-La boite 200g;Unité par carton-8;NB carton/palette-435;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/37476-small_default/cabillaud-x-2-tranches.jpg;1;;;;
1873;Colin d'Alaska x 2 tranches FINDUS La boite 200g;Colin d'Alaska x 2 tranches;1048;6261;3,60E+12;124214032;1;20.828400;2.603550;8;945527;1.750000;Conditionnement-La boite 200g;Unité par carton-8;NB carton/palette-152;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/38606-small_default/colin-d-alaska-x-2-tranches.jpg;1;;;;
1874;Filet pané de cabillaud x 4 FINDUS La boite 400g;Filet pané de cabillaud x 4;1048;6261;3,60E+12;124214033;1;56.360400;7.045050;8;945725;3.400000;Conditionnement-La boite 400g;Unité par carton-8;NB carton/palette-130;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/37950-small_default/filet-pane-de-cabillaud-x-4.jpg;1;;;;
1875;Pavé de saumon x2 FINDUS La boite 250g;Pavé de saumon x2;1048;6261;3,60E+12;124214034;1;68.815200;8.601900;8;857243;2.000000;Conditionnement-La boite 250g;Unité par carton-8;NB carton/palette-170;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/38645-small_default/pave-de-saumon-x2.jpg;1;;;;
1876;Dos de cabillaud x2  FINDUS La boite 250g;Dos de cabillaud x2;1048;6261;3,60E+12;124214035;1;37.647000;6.274500;6;857268;1.500000;Conditionnement-La boite 250g;Unité par carton-6;NB carton/palette-195;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/42167-small_default/dos-de-cabillaud-x2.jpg;1;;;;
1877;18 bâtonnets de poisson pané CROUSTIBAT FINDUS La boîte 550g;18 bâtonnets de poisson pané CROUSTIBAT;1048;6261;3,60E+12;124214036;1;46.767000;4.676700;10;861989;5.500000;Conditionnement-La boîte 550g;Unité par carton-10;NB carton/palette-136;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/24114-small_default/18-batonnets-de-poisson-pane-croustibat.jpg;1;;;;
1878;Panés de cabillaud x 4 FINDUS La boite 400g;Panés de cabillaud x 4;1048;6261;3,60E+12;124214037;1;22.291200;3.715200;6;945709;1.230000;Conditionnement-La boite 400g;Unité par carton-6;NB carton/palette-560;DLV Garantie-180;DLV Théorique-360;centraleachatexport.com/37673-small_default/panes-de-cabillaud-x-4.jpg;1;;;;
