categorie_nom;produit_reference
DECOUPE DE POULET LIB.SERV.;926246
DECOUPE DE POULET LIB.SERV.;956342
DECOUPE DE POULET LIB.SERV.;969923
VOLAILLE CUITE-GRIGNOTAGE;904581
DECOUPE DE POULET LIB.SERV.;592568
DECOUPE DE POULET LIB.SERV.;887588
DECOUPE DE POULET LIB.SERV.;887562
DECOUPE DE POULET LIB.SERV.;576207
DECOUPE DE POULET LIB.SERV.;887646
DECOUPE DE POULET LIB.SERV.;829002
DECOUPE DE POULET LIB.SERV.;767863
DECOUPE DE POULET LIB.SERV.;881805
DECOUPE DE POULET LIB.SERV.;825661
DECOUPE DE POULET LIB.SERV.;825646
DECOUPE DE POULET LIB.SERV.;879106
DECOUPE DE POULET LIB.SERV.;879122
VOLAILLE CUITE-GRIGNOTAGE;879148
DECOUPE DE POULET LIB.SERV.;763342
VOLAILLE CUITE-GRIGNOTAGE;879742
DECOUPE DE POULET LIB.SERV.;829622
DECOUPE DE POULET LIB.SERV.;880468
DECOUPE DE POULET LIB.SERV.;880484
DECOUPE DE POULET LIB.SERV.;877449
VOLAILLE CUITE-GRIGNOTAGE;877589
DECOUPE DE POULET LIB.SERV.;889147
VOLAILLE HALAL;834945
VOLAILLE HALAL;834960
VOLAILLE TRAITEUR LIB.SERV.;567107
VOLAILLE CUITE-GRIGNOTAGE;879981
VOLAILLE TRAITEUR LIB.SERV.;522722
VOLAILLE TRAITEUR LIB.SERV.;880344
VOLAILLE TRAITEUR LIB.SERV.;880104
VOLAILLE TRAITEUR LIB.SERV.;880088
VOLAILLE TRAITEUR LIB.SERV.;522748
VOLAILLE TRAITEUR LIB.SERV.;880187
VOLAILLE TRAITEUR LIB.SERV.;880229
VOLAILLE CUITE-GRIGNOTAGE;880740
VOLAILLE CUITE-GRIGNOTAGE;847467
VOLAILLE TRAITEUR LIB.SERV.;900860
VOLAILLE TRAITEUR LIB.SERV.;900886
VOLAILLE TRAITEUR LIB.SERV.;900928
VOLAILLE CUITE-GRIGNOTAGE;906982
VOLAILLE CUITE-GRIGNOTAGE;907402
VOLAILLE CUITE-GRIGNOTAGE;511287
CANARD GRAS & CONFITS;833889
CANARD GRAS & CONFITS;880864
CANARD GRAS & CONFITS;880021
CANARD GRAS & CONFITS;877969
VOLAILLE CUITE-GRIGNOTAGE;957241
VOLAILLE CUITE-GRIGNOTAGE;847624
VOLAILLE CUITE-GRIGNOTAGE;957266
DECOUPE DE DINDE LIB.SERV;960567
DECOUPE DE DINDE LIB.SERV;960583
DECOUPE DE DINDE LIB.SERV;878421
DECOUPE DE DINDE LIB.SERV;878447
DECOUPE DE DINDE LIB.SERV;887125
VOLAILLE CUITE-GRIGNOTAGE;878983
DECOUPE DE DINDE LIB.SERV;873265
DECOUPE DE DINDE LIB.SERV;511303
DECOUPE DE DINDE LIB.SERV;879726
DECOUPE DE DINDE LIB.SERV;889287
DECOUPE DE DINDE LIB.SERV;889121
VOLAILLE CUITE-GRIGNOTAGE;873240
DECOUPE DE DINDE LIB.SERV;834903
DECOUPE DE DINDE LIB.SERV;873166
VOLAILLE CUITE-GRIGNOTAGE;880302
DECOUPE DE POULET LIB.SERV.;879320
POULET;769943
POULET;770008
POULET;765685
POULET;765701
DINDE;765727
DINDE;765743
POULET;834283
POULET;761908
POULET;930784
POULET;930404
POULET;930768
POULET;761767
DINDE;930685
POULET;917641
POULET;935221
POULET;935262
POULET;935684
POULET;973420
POULET;980060
POULET;862482
CHARCUTERIES TRANCHEES;955781
CHARCUTERIES TRANCHEES;944165
DINDE;859926
DINDE;543140
CHARCUTERIES TRANCHEES;767368
CHARCUTERIE HALLAL;872549
CHARCUTERIES TRANCHEES;952523
CHARCUTERIE HALLAL;980383
POULET;547182
POULET;843201
CHARCUTERIE HALLAL;861807
CHARCUTERIE HALLAL;861823
DINDE;565663
POULET;565689
POULET;501627
SALADES TRAITEUR LIB.SERV;942300
SALADES TRAITEUR LIB.SERV;941047
SALADES TRAITEUR LIB.SERV;941104
SALADES TRAITEUR LIB.SERV;941427
SALADES TRAITEUR LIB.SERV;941468
SALADES TRAITEUR LIB.SERV;942326
SALADES TRAITEUR LIB.SERV;963629
SALADES TRAITEUR LIB.SERV;943423
SALADES TRAITEUR LIB.SERV;943449
SEMI-CONSERVE;958009
SALADES TRAITEUR LIB.SERV;959486
SALADES TRAITEUR LIB.SERV;959502
SALADES TRAITEUR LIB.SERV;959528
SALADES TRAITEUR LIB.SERV;961946
SALADES TRAITEUR LIB.SERV;961920
SALADES TRAITEUR LIB.SERV;954461
CRUDITES;851782
CRUDITES;557520
SALADES TRAITEUR LIB.SERV;939306
SALADES TRAITEUR LIB.SERV;588947
SALADES TRAITEUR LIB.SERV;956607
LES SALADES;568907
SALADES REPAS LIB.SERV;546762
SALADES TRAITEUR LIB.SERV;565960
SALADES TRAITEUR LIB.SERV;565945
SALADES REPAS LIB.SERV;565903
SALADES REPAS LIB.SERV;523969
SALADES TRAITEUR LIB.SERV;942086
SALADES TRAITEUR LIB.SERV;955229
SALADES TRAITEUR LIB.SERV;939264
SALADES TRAITEUR LIB.SERV;941963
SALADES TRAITEUR LIB.SERV;942102
SALADES TRAITEUR LIB.SERV;927228
SALADES TRAITEUR LIB.SERV;927566
SALADES TRAITEUR LIB.SERV;927640
SALADES TRAITEUR LIB.SERV;927764
SALADES TRAITEUR LIB.SERV;830208
SALADES TRAITEUR LIB.SERV;860163
SALADES TRAITEUR LIB.SERV;941989
SALADES TRAITEUR LIB.SERV;766725
ANTIPASTI;877142
ANTIPASTI;889162
ANTIPASTI;889188
TERRINE DE LA MER;979609
TERRINE DE LA MER;849760
TERRINE DE LA MER;827303
TERRINE DE LA MER;767244
ANTIPASTI;526160
TERRINE DE LA MER;979666
SALADES TRAITEUR LONGUE CONSERVATION;575720
SALADES REPAS LIB.SERV;565762
SALADES TRAITEUR LONGUE CONSERVATION;966309
CRUDITES;503706
SALADES TRAITEUR LIB.SERV;927145
SALADES TRAITEUR LIB.SERV;926568
SALADES TRAITEUR LIB.SERV;926584
SALADES TRAITEUR LIB.SERV;926600
SALADES TRAITEUR LIB.SERV;926683
SALADES TRAITEUR LIB.SERV;926840
SALADES TRAITEUR LIB.SERV;926865
SALADES TRAITEUR LIB.SERV;926881
SALADES TRAITEUR LIB.SERV;927046
SALADES TRAITEUR LIB.SERV;936989
SALADES TRAITEUR LIB.SERV;943647
SALADES TRAITEUR LIB.SERV;950048
SALADES REPAS LIB.SERV;505842
SALADES REPAS LIB.SERV;506469
SANDWICH;506485
SANDWICH;506527
SALADES REPAS LIB.SERV;505024
SALADES REPAS LIB.SERV;505008
SALADES REPAS LIB.SERV;504985
SALADES REPAS LIB.SERV;504944
SALADES REPAS LIB.SERV;504928
SALADES REPAS LIB.SERV;569806
CRUDITES;954180
SALADES TRAITEUR LONGUE CONSERVATION;966325
SALADES TRAITEUR LIB.SERV;860841
SALADES REPAS LIB.SERV;543363
SALADES REPAS LIB.SERV;543348
SALADES REPAS LIB.SERV;522565
SALADES REPAS LIB.SERV;961748
ANTIPASTI;767582
ANTIPASTI;767608
ANTIPASTI;526186
ENTREES - RILLETTES DE LA MER;862722
ENTREES - RILLETTES DE LA MER;862748
SALADES TRAITEUR LIB.SERV;550467
SALADES TRAITEUR LIB.SERV;551267
SALADES REPAS LIB.SERV;507889
SALADES REPAS LIB.SERV;507863
ENTREES - RILLETTES DE LA MER;856765
ENTREES - RILLETTES DE LA MER;856781
ENTREES - RILLETTES DE LA MER;856922
TERRINE DE LA MER;767202
TERRINE DE LA MER;767186
SANDWICH;961649
SANDWICH;961664
SANDWICH;961680
SANDWICH;833764
SANDWICH;849828
SALADES REPAS LIB.SERV;597427
SALADES REPAS LIB.SERV;840488
SALADES REPAS LIB.SERV;840827
SALADES REPAS LIB.SERV;840843
SALADES REPAS LIB.SERV;831065
SALADES REPAS LIB.SERV;569327
SALADES REPAS LIB.SERV;569467
SALADES REPAS LIB.SERV;539601
SALADES TRAITEUR LIB.SERV;543025
SALADES REPAS LIB.SERV;539809
SALADES REPAS LIB.SERV;539825
SANDWICH;953604
SANDWICH;953620
SANDWICH;953646
SANDWICH;852046
SANDWICH;852061
SANDWICH;926048
SANDWICH;926063
SANDWICH;926089
SANDWICH;926022
SANDWICH;508622
SANDWICH;508606
SANDWICH;508580
SANDWICH;508564
SANDWICH;516567
SANDWICH;516625
SANDWICH;853044
SANDWICH;853069
SANDWICH;844647
SANDWICH;959825
SANDWICH;949982
SANDWICH;925982
SANDWICH;924704
SANDWICH;922625
SANDWICH;923623
SANDWICH;922922
SANDWICH;934968
SANDWICH;935023
SANDWICH;945600
SANDWICH;945626
SANDWICH;849901
SANDWICH;765982
SANDWICH;766006
SALADES REPAS LIB.SERV;937029
SALADES REPAS LIB.SERV;937045
SALADES REPAS LIB.SERV;937128
SALADES REPAS LIB.SERV;948646
SANDWICH;950329
SANDWICH;950360
SALADES REPAS LIB.SERV;971788
SANDWICH;951020
SANDWICH;960864
SANDWICH;954784
SANDWICH;973628
SANDWICH;964106
SANDWICH;964122
SANDWICH;873984
SANDWICH;853200
SANDWICH;980086
SANDWICH;980102
SANDWICH;969980
SANDWICH;970004
SANDWICH;954867
SANDWICH;583989
SANDWICH;852541
SANDWICH;852525
SANDWICH;590364
SALADES TRAITEUR LIB.SERV;942805
SALADES TRAITEUR LIB.SERV;942821
HARENGS - POISSONS FUMES;520569
HARENGS - POISSONS FUMES;520544
SAUCISSES KNACK;966887
ANTILLES;829200
ANTILLES;829226
ENTREES TRAITEUR LIB.SERV;962001
ENTREES TRAITEUR LIB.SERV;962027
ENTREES TRAITEUR LIB.SERV;962043
CROQUE MONSIEUR TRAITEUR LIB.SERV;762781
CROQUE MONSIEUR TRAITEUR LIB.SERV;538728
CROQUE MONSIEUR TRAITEUR LIB.SERV;538983
CROQUE MONSIEUR TRAITEUR LIB.SERV;538967
SOUPE DE POISSONS;917765
CROQUE MONSIEUR TRAITEUR LIB.SERV;538942
CROQUE MONSIEUR TRAITEUR LIB.SERV;538785
CROQUE MONSIEUR TRAITEUR LIB.SERV;538769
CROQUE MONSIEUR TRAITEUR LIB.SERV;538744
GAZPACHO - SOUPES FROIDES - CHAUDE;917724
GAZPACHO - SOUPES FROIDES - CHAUDE;917740
GAZPACHO - SOUPES FROIDES - CHAUDE;918144
GAZPACHO - SOUPES FROIDES - CHAUDE;918169
GAZPACHO - SOUPES FROIDES - CHAUDE;918185
GAZPACHO - SOUPES FROIDES - CHAUDE;918201
PLATS CUISINES BARQUETTES;839266
PLATS CUISINES BARQUETTES;839282
CREPES ET GALETTES TRAITEUR LIB.SERV;518860
CREPES ET GALETTES TRAITEUR LIB.SERV;518209
PLATS CUISINES BARQUETTES;924423
PLATS CUISINES BARQUETTES;922542
ENTREES TRAITEUR LIB.SERV;921601
SNACKING CHAUD;565341
SNACKING CHAUD;565325
PIZZAS TRAITEUR LIB.SERV;928747
PIZZAS TRAITEUR LIB.SERV;928820
PIZZAS TRAITEUR LIB.SERV;543322
PIZZAS TRAITEUR LIB.SERV;569343
PIZZAS TRAITEUR LIB.SERV;937383
PIZZAS TRAITEUR LIB.SERV;937367
PIZZAS TRAITEUR LIB.SERV;928622
PIZZAS TRAITEUR LIB.SERV;928887
PIZZAS TRAITEUR LIB.SERV;929141
CREPES ET GALETTES TRAITEUR LIB.SERV;952705
ENTREES TRAITEUR LIB.SERV;928788
PIZZAS TRAITEUR LIB.SERV;929661
PIZZAS TRAITEUR LIB.SERV;929687
PIZZAS TRAITEUR LIB.SERV;953745
PIZZAS TRAITEUR LIB.SERV;953760
PIZZAS TRAITEUR LIB.SERV;584805
PIZZAS TRAITEUR LIB.SERV;700823
PIZZAS TRAITEUR LIB.SERV;584821
PIZZAS TRAITEUR LIB.SERV;584847
PIZZAS TRAITEUR LIB.SERV;585000
PIZZAS TRAITEUR LIB.SERV;585026
PIZZAS TRAITEUR LIB.SERV;584789
PIZZAS TRAITEUR LIB.SERV;961607
CREPES ET GALETTES TRAITEUR LIB.SERV;956789
CREPES ET GALETTES TRAITEUR LIB.SERV;956805
SNACKING CHAUD;575647
SNACKING CHAUD;575621
BARQUETTES PLATS CUISINES LONGUE CONSERVATION;957746
ENTREES TRAITEUR LIB.SERV;959569
SPECIALITES  ALSACIENNES;522367
SPECIALITES  ALSACIENNES;930842
SPECIALITES  ALSACIENNES;930867
CREPES ET GALETTES TRAITEUR LIB.SERV;557082
CREPES ET GALETTES TRAITEUR LIB.SERV;929448
CREPES ET GALETTES TRAITEUR LIB.SERV;848267
CREPES ET GALETTES TRAITEUR LIB.SERV;782029
ENTREES TRAITEUR LIB.SERV;597583
VOLAILLE CUITE-GRIGNOTAGE;958421
VOLAILLE CUITE-GRIGNOTAGE;973768
SNACKING CHAUD;588269
SNACKING CHAUD;588285
CRUDITES;528125
CRUDITES;851709
CRUDITES;851725
CRUDITES;851741
CRUDITES;851766
CRUDITES;598763
GAZPACHO - SOUPES FROIDES - CHAUDE;584920
GAZPACHO - SOUPES FROIDES - CHAUDE;920603
GAZPACHO - SOUPES FROIDES - CHAUDE;857086
SURIMI;567222
PLATS CUISINES BARQUETTES;932723
PLATS CUISINES BARQUETTES;949925
PLATS CUISINES BARQUETTES;932749
PLATS CUISINES BARQUETTES;932640
SURIMI;860403
SURIMI;933101
PLATS CUISINES BARQUETTES;933143
PLATS CUISINES BARQUETTES;933168
PLATS CUISINES BARQUETTES;849281
PLATS CUISINES BARQUETTES;933721
PLATS CUISINES BARQUETTES;933747
PLATS CUISINES BARQUETTES;943860
PLATS CUISINES BARQUETTES;933788
PLATS CUISINES BARQUETTES;932483
PLATS CUISINES BARQUETTES;933341
PLATS CUISINES BARQUETTES;933267
PLATS CUISINES WEIGHT WATCHER;933309
PLATS CUISINES BARQUETTES;965285
SURIMI;933606
SURIMI;933622
SURIMI;966101
PLATS CUISINES BARQUETTES;499020
ENTREES TRAITEUR LIB.SERV;953349
PLATS CUISINES BARQUETTES;933200
PLATS CUISINES BARQUETTES;956425
PLATS CUISINES BARQUETTES;956441
PLATS CUISINES WEIGHT WATCHER;956466
SURIMI;835421
PLATS CUISINES BARQUETTES;863563
PLATS CUISINES BARQUETTES;863688
PLATS CUISINES BARQUETTES;932004
PLATS CUISINES BARQUETTES;849349
PLATS CUISINES BARQUETTES;932129
PLATS CUISINES BARQUETTES;769901
PLATS CUISINES BARQUETTES;723742
PLATS CUISINES BARQUETTES;949040
PLATS CUISINES BARQUETTES;949065
PLATS CUISINES BARQUETTES;949081
PLATS CUISINES BARQUETTES;949107
PLATS CUISINES BARQUETTES;949123
PLATS CUISINES BARQUETTES;960062
PLATS CUISINES BARQUETTES;723783
PLATS CUISINES BARQUETTES;863548
PLATS CUISINES BARQUETTES;824524
PLATS CUISINES BARQUETTES;749184
SPECIALITES VOLAILLE;917104
PLATS CUISINES BARQUETTES;765966
PLATS CUISINES BARQUETTES;588343
PLATS CUISINES WEIGHT WATCHER;534842
PLATS CUISINES BARQUETTES;505628
PLATS CUISINES BOX;860148
PLATS CUISINES BOX;860106
PLATS CUISINES BOX;860122
PLATS CUISINES BARQUETTES;947903
PLATS CUISINES WEIGHT WATCHER;718700
PLATS CUISINES BOX;700849
PLATS CUISINES BARQUETTES;633388
PLATS CUISINES BOX;546721
PLATS CUISINES BOX;685529
PLATS CUISINES BOX;700740
PLATS CUISINES BOX;700765
PLATS CUISINES BOX;693283
PLATS CUISINES BOX;693325
PLATS CUISINES BOX;693606
PLATS CUISINES BOX;853085
PLATS CUISINES BOX;980169
PLATS CUISINES BOX;760769
PLATS CUISINES BOX;760785
PLATS CUISINES BARQUETTES;511428
PLATS CUISINES BARQUETTES;764068
PLATS CUISINES BARQUETTES;764043
PLATS CUISINES BARQUETTES;748186
PLATS CUISINES BARQUETTES;834788
PLATS CUISINES BARQUETTES;769927
PLATS CUISINES BARQUETTES;713487
PLATS CUISINES BARQUETTES;958348
PLATS CUISINES BARQUETTES;921189
PLATS CUISINES BARQUETTES;834804
PLATS CUISINES BARQUETTES;834820
PLATS CUISINES BARQUETTES;507624
PLATS CUISINES BARQUETTES;954388
PLATS CUISINES BARQUETTES;510966
PLATS CUISINES BARQUETTES;932285
PLATS CUISINES BARQUETTES;581066
PLATS CUISINES BARQUETTES;932921
PLATS CUISINES BARQUETTES;519389
PLATS CUISINES BARQUETTES;519363
SPECIALITES  ALSACIENNES;928424
CROQUE MONSIEUR TRAITEUR LIB.SERV;568402
PLATS CUISINES BARQUETTES;947887
PLATS CUISINES BARQUETTES;834861
PLATS CUISINES BARQUETTES;914069
PLATS CUISINES BARQUETTES;954909
PLATS CUISINES BARQUETTES;915223
PLATS CUISINES BARQUETTES;534768
PLATS CUISINES BARQUETTES;962563
PLATS CUISINES BARQUETTES;849182
PLATS CUISINES BARQUETTES;833707
PLATS CUISINES BARQUETTES;835165
BARQUETTES PLATS CUISINES LONGUE CONSERVATION;957829
PLATS CUISINES BOX;766865
PLATS CUISINES BOX;766840
PLATS CUISINES BARQUETTES;852624
SURIMI;910026
SURIMI;910802
SURIMI;910083
SURIMI;550863
SURIMI;535484
SURIMI;913186
SURIMI;913301
SURIMI;916585
PLATS CUISINES BOX;872465
PLATS CUISINES BOX;872507
PLATS CUISINES BARQUETTES;959445
SPECIALITES  ALSACIENNES;931626
SPECIALITES  ALSACIENNES;931865
SURIMI;835447
SURIMI;911701
SURIMI;901181
VIANDES CUISINEES CHARAL;918565
VIANDES CUISINEES CHARAL;918581
VIANDES CUISINEES CHARAL;918607
VIANDES CUISINEES CHARAL;918623
VIANDES CUISINEES CHARAL;918680
VIANDES CUISINEES CHARAL;918649
VIANDES MARINEES CHARAL;556340
VIANDES CUISINEES CHARAL;921007
BARQUETTES PLATS CUISINES LONGUE CONSERVATION;957860
BARQUETTES PLATS CUISINES LONGUE CONSERVATION;957886
LES AUTRES PAINS;938506
TARTINABLE;923201
TARAMA;939025
ASIATIQUE;940320
ASIATIQUE;962365
ASIATIQUE;936567
TARTINABLE;511444
TARAMA;511469
ANTIPASTI;575746
TARAMA;944744
TARTINABLE;944785
TARTINABLE;944801
BLINIS;944827
BLINIS;944843
ANTIPASTI;575845
ANTIPASTI;575829
ANTIPASTI;575803
ANTIPASTI;575787
ANTIPASTI;575761
TARTINABLE;950147
TARTINABLE;950188
TARTINABLE;950204
TARTINABLE;963645
TARAMA;768788
TARAMA;768762
TARTINABLE;768747
TARTINABLE;768721
BLINIS;915082
BLINIS;915108
BLINIS;915066
TARAMA;595801
ANTIPASTI;579425
TARAMA;915124
PLATS CUISINES BARQUETTES;960146
ASIATIQUE;954347
ASIATIQUE;954362
ASIATIQUE;826461
LES SAUCES;936708
LES SAUCES;936781
LES SAUCES;936922
LES SAUCES;936948
LES SAUCES;935726
SAUMON & TRUITE FUME;941005
SOUPE DE POISSONS;925925
JUS DE CITRON;562744
JUS DE CITRON;562728
BARQUET. BOEUFS PIECES Français;924902
BARQUET. BOEUFS PIECES Français;924944
BARQUET. BOEUFS PIECES Français;924969
BARQUET. BOEUFS PIECES Français;925149
BARQUET. BOEUFS PIECES Français;925164
BARQUET. BOEUFS PIECES Français;925248
HEBDOPACK CHARAL;925008
BARQUET. BOEUFS PIECES Français;925180
BARQUET. BOEUFS PIECES Français;925388
HEBDOPACK CHARAL;925107
HEBDOPACK CHARAL;925123
HEBDOPACK CHARAL;565382
HEBDOPACK CHARAL;524082
HEBDOPACK CHARAL;925206
HEBDOPACK CHARAL;925222
BARQUET. BOEUFS PIECES Français;925263
HEBDOPACK CHARAL;945485
VIANDES MARINEES CHARAL;927103
HEBDOPACK CHARAL;925644
HEBDOPACK CHARAL;925669
HEBDOPACK CHARAL;925305
HEBDOPACK CHARAL;565366
HEBDOPACK CHARAL;839761
HEBDOPACK CHARAL;924621
HEBDOPACK CHARAL;925446
HEBDOPACK CHARAL;925461
GAMME VIANDES ÉTÉ;950485
HEBDOPACK CHARAL;925487
VIANDES MARINEES CHARAL;925560
VIANDES MARINEES CHARAL;924746
HEBDOPACK CHARAL;924829
VIANDES MARINEES CHARAL;924761
HEBDOPACK CHARAL BIO;871863
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;927806
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;927822
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;927848
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;925743
HEBDOPACK CHARAL;951806
HEBDOPACK CHARAL;951863
HEBDOPACK CHARAL;944066
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;949305
SNACK;949263
HEBDOPACK CHARAL;940205
SNACK;937144
SNACK;937169
SNACK;937862
SNACK;948968
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;925602
SNACK;949008
HEBDOPACK CHARAL BIO;935460
SNACK;949024
SNACK;937540
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;935940
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;935965
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;938860
VIANDES MARINEES CHARAL;938886
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;945220
HEBDOPACK CHARAL;945428
VIANDES HALAL;971846
VIANDES MARINEES CHARAL;953448
VIANDES HALAL;971861
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;835405
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;835363
BARQUET.VIANDES PIECEES UNION EUROPEENNE;952168
BARQUET.VIANDES PIECEES UNION EUROPEENNE;942664
BARQUET.VIANDES PIECEES UNION EUROPEENNE;946806
BARQUET. BOEUFS PIECES Français;847368
BARQUET.VIANDES PIECEES UNION EUROPEENNE;943480
BARQUET.VIANDES PIECEES UNION EUROPEENNE;944140
HEBDOPACK CHARAL;829382
BARQUET. BOEUFS PIECES Français;958025
BARQUET. BOEUFS PIECES Français;958041
BARQUETTE ABATS;958686
HEBDOPACK CHARAL;945642
BARQUETTE ABATS;958728
SNACK;597625
VIANDES MARINEES CHARAL;951764
HEBDOPACK CHARAL;567420
VIANDES CUISINEES CHARAL;567446
"BARQUETTE VIANDE BOEUF """"RACE A VIANDE""""";851501
HEBDOPACK CHARAL;965343
"BARQUETTE VIANDE BOEUF """"RACE A VIANDE""""";851527
"BARQUETTE VIANDE BOEUF """"RACE A VIANDE""""";851543
"BARQUETTE VIANDE BOEUF """"RACE A VIANDE""""";851568
SNACK;965426
HEBDOPACK CHARAL;851402
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;953703
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;953729
HEBDOPACK CHARAL;569525
BARQUETTE ABATS;576926
BARQUETTE ABATS;576900
BARQUETTE ABATS;576884
SNACK;519520
SNACK;871962
VIANDES CUISINEES CHARAL;839183
SAUCISSERIE;851220
BARQUETTE SOUS ATMOSPHERE VIANDES HACHEES;987081
BARQUET. BOEUFS PIECES Français;851329
HEBDOPACK CHARAL;871749
HEBDOPACK CHARAL BIO;871764
HEBDOPACK CHARAL BIO;871780
BARQUET. BOEUFS PIECES Français;521385
BARQUET. BOEUFS PIECES Français;521369
BARQUET. BOEUFS PIECES Français;521344
BARQUET. BOEUFS PIECES Français;521328
BARQUET. BOEUFS PIECES Français;521302
BARQUET. BOEUFS PIECES Français;521286
SNACK;835348
SNACK;921049
BARQUET. BOEUFS PIECES Français;849265
HEBDOPACK CHARAL;570226
BARQUET. BOEUFS PIECES Français;849307
BARQUETTE ABATS;925909
BARQUET. VEAUX PIECES Français;809061
HEBDOPACK CHARAL;925800
BARQUET. VEAUX PIECES Français;925867
BARQUET. VEAUX PIECES Français;925883
BARQUET. VEAUX PIECES Français;923722
BARQUET. VEAUX PIECES Français;931543
BARQUET. VEAUX PIECES Français;851345
BARQUET. VEAUX PIECES Français;851386
BARQUET. AGNEAUX PIECES;926121
BARQUET. AGNEAUX PIECES;924167
BARQUET. AGNEAUX PIECES;924183
BARQUET. AGNEAUX PIECES;931527
GAMME VIANDES ÉTÉ;923482
BARQUET. AGNEAUX PIECES;834184
BARQUET. BOEUFS PIECES Français;956029
BARQUET. BOEUFS PIECES Français;956045
BARQUET. BOEUFS PIECES Français;956060
BARQUET. BOEUFS PIECES Français;956086
BARQUET. BOEUFS PIECES Français;861229
BARQUET. BOEUFS PIECES Français;861203
GAMME VIANDES ÉTÉ;923409
GAMME VIANDES HIVER;576785
PORC FRAIS;923565
PORC FRAIS;924787
PORC FRAIS;923748
PORC FRAIS;923763
PORC FRAIS;923789
GAMME VIANDES ÉTÉ;923680
PORC FRAIS;924225
PORC FRAIS;930628
PORC FRAIS;931766
GAMME VIANDES ÉTÉ;931683
PORC FRAIS;599225
PORC FRAIS;931782
PORC FRAIS;864140
PORC FRAIS;851089
PORC FRAIS;566166
PORC FRAIS;594408
PORC FRAIS;556902
PORC FRAIS;556886
PORC FRAIS;507905
PORC FRAIS;591982
PORC FRAIS;873489
BARQUETTE ABATS;958827
BARQUETTE ABATS;861187
SAUCISSERIE;860361
SAUCISSERIE;861468
SAUCISSERIE;861484
PORC FRAIS;872341
BARQUETTE ABATS;576868
PORC FRAIS;597666
PORC FRAIS;829580
GAMME VIANDES HIVER;583807
SPECIALITES  ALSACIENNES;937425
PORC FRAIS;523027
PORC FRAIS;524645
PORC FRAIS;524900
PORC FRAIS;524926
PORC FRAIS;521427
PORC FRAIS;521443
PORC FRAIS;521468
SAUMON & TRUITE FUME;911107
SAUMON & TRUITE FUME;911123
POISSON PANE;597229
POISSON PANE;597203
ANTIPASTI;877068
ANTIPASTI;877084
POISSON PANE;955849
STEAK DE POISSON;955906
STEAK DE POISSON;955922
POISSON PANE;851667
POISSON PANE;964486
POISSON PANE;825604
PLATS CUISINES BARQUETTES;496620
SAUMON & TRUITE FUME;831487
SAUMON & TRUITE FUME;831503
SAUMON & TRUITE FUME;530923
SAUMON & TRUITE FUME;963827
SAUMON & TRUITE FUME;963868
SAUMON & TRUITE FUME;963884
SAUMON & TRUITE FUME;576629
SAUMON & TRUITE FUME;595900
SAUMON & TRUITE FUME;912329
SAUMON & TRUITE FUME;912287
SAUMON & TRUITE FUME;911966
SAUMON & TRUITE FUME;911982
HARENGS - POISSONS FUMES;845446
SAUMON & TRUITE FUME;912584
SAUMON & TRUITE FUME;851246
SAUMON & TRUITE FUME;851261
SAUMON & TRUITE FUME;963744
SAUMON & TRUITE FUME;911503
SAUMON & TRUITE FUME;913525
SAUMON & TRUITE FUME;957126
SAUMON & TRUITE FUME;843086
SAUMON & TRUITE FUME;914366
SAUMON & TRUITE FUME;957100
SAUMON & TRUITE FUME;590323
SAUMON & TRUITE FUME;851287
SAUMON & TRUITE FUME;851303
HARENGS - POISSONS FUMES;937284
HARENGS - POISSONS FUMES;519108
HARENGS - POISSONS FUMES;915041
HARENGS - POISSONS FUMES;915165
HARENGS - POISSONS FUMES;519124
HARENGS - POISSONS FUMES;916601
HARENGS - POISSONS FUMES;916627
CREVETTES - ECREVISSES;937185
CREVETTES - ECREVISSES;937201
CREVETTES - ECREVISSES;871608
CREVETTES - ECREVISSES;956706
CREVETTES - ECREVISSES;548024
CREVETTES - ECREVISSES;965442
CREVETTES - ECREVISSES;524264
LES SAVONNETTES;700500
LES SAVONNETTES;700526
LES SAVONNETTES;700583
LES SAVONNETTES;700401
LES SAVONNETTES;538702
LES SAVONNETTES;538686
LES SAVONNETTES;538660
LES SAVONS LIQUIDE;700542
LES SAVONS LIQUIDE;700567
LES SAVONS LIQUIDE;700609
LES SAVONS LIQUIDE;700625
LES SAVONS LIQUIDE;700641
LES SAVONS LIQUIDE;811943
LES SAVONS LIQUIDE;811968
LES SAVONS LIQUIDE;811984
LES SAVONS LIQUIDE;812008
LES SAVONS LIQUIDE;542209
LES SOINS DES MAINS & DES ONGLES;767962
