nom_categorie1;nom_categorie2;nom_categorie3;nom;Conditionnement;marque;BF;BIO;upc;reference;gencod;Unite par carton;prix_unite;prix_final;weight;Hauteur ;Longueur ;Largeur ;profondeur;Nb de cartons par couche;Nb de couche par palette;NB carton/palette;DLV Theorique;DLV Garantie;etat
LIQUIDES;Alcools & spiritueux;Les portos;Malaga cruz;La bouteille 75cl;CRUZ;NAT; ;36312000;638601;3147690035008;6;2.1587;12.9522;8.2;27;28;19;0.014;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Madere Cruz;La bouteille 75cl;CRUZ;NAT; ;36500300;639864;3147690034100;6;2.6713;16.0278;8.1;29;25;18;0.013;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto rouge Rochez;La bouteille 75cl;BELLE FRANCE;BF; ;36502400;639260;3258561360256;6;2.6913;16.1478;7.8;30;26;18;0.014;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto rochez blanc 19 % vol  ;La bouteille 75cl;BELLE FRANCE;BF; ;36502410;651844;3258561360270;6;2.6913;16.1478;7.8;30;26;18;0.014;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto blanc;La bouteille 75cl;PITTERS;NAT; ;36502330;639203;3107871002120;6;2.8145;16.887;8.1;22;24;21;0.011;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto rouge;La bouteille 75cl;PITTERS;NAT; ;36503500;639302;3107871002106;6;2.8145;16.887;8.1;22;24;21;0.011;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto rouge Calvares;La bouteille 75cl;;1P; ;36501900;638700;3147690037408;6;2.8545;17.127;7.5;23;29;20;0.013;16;6;96;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto rouge Tawny;La bouteille 75cl;CRUZ;NAT; ;36502300;639161;3147690089704;6;3.6471;21.8826;8.2;33;27;18;0.016;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les portos;Porto rouge Ruby;La bouteille 75cl;SANDEMAN;NAT; ;36502500;639401;5601083001585;6;3.6861;22.1166;7.8;27;29;19;0.015;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les punchs & tequila;Cocktail au Rhum Punch Planteur;La bouteille 70cl;OLD NICK;NAT; ;37500320;642603;3012992112033;6;1.8363;11.0178;7.8;30;31;12;0.011;27;4;108;0;0;1
LIQUIDES;Alcools & spiritueux;Les punchs & tequila;Cocktail au Rhum Coco Punch;La bouteille 70cl;OLD NICK;NAT; ;37500330;642363;3012992132048;6;1.8363;11.0178;7.8;31;31;13;0.012;27;4;108;0;0;1
LIQUIDES;Alcools & spiritueux;Les punchs & tequila;Cocktail au Rhum Daïquiri;La bouteille 70cl;OLD NICK;NAT; ;37500340;642629;3012992122049;6;1.8363;11.0178;7.8;31;31;13;0.012;27;4;108;0;0;1
LIQUIDES;Alcools & spiritueux;Les punchs & tequila;Tequila 35°;La bouteille 70cl;MAYA;1P; ;37600930;642140;3132590049309;6;2.6123;15.6738;6.44;29;23;15;0.01;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les punchs & tequila;Tequila;La bouteille 70cl;SAN JOSE SILVER;NAT; ;37605160;642165;3107872600394;6;4.6417;27.8502;8.1;26;30;15;0.012;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Sirop de canne;La bouteille 70cl;BELLE FRANCE;BF; ;30501500;647909;3258561300450;6;1.0978;6.5868;8.1;30;24;16;0.012;25;4;100;360;180;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Pur sirop de sucre de canne liquide;La bouteille 70cl;CANADOU;NAT; ;30505250;607820;3012996012001;6;1.7904;10.7424;8.8;31;23;16;0.011;25;4;100;240;120;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum brun 40°;La bouteille 50cl;PALMIER;1P; ;37501800;650606;3147690042808;12;1.8342;22.0104;10.2;27;28;21;0.016;17;5;85;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum;La bouteille 50cl;NEGRITA;NAT; ;37500120;650242;3012990026400;6;2.1026;12.6156;5.5;28;22;15;0.009;29;5;145;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Sirop de canne roux;La bouteille 70cl;DILLON;NAT; ;30505260;649509;3012999642007;6;2.2894;13.7364;8.5;28;23;16;0.01;25;4;100;300;120;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc 40%  ;La bouteille 70cl;BELLE FRANCE;BF; ;37504030;651786;3258561370057;6;2.4776;14.8656;6.2;31;23;16;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Cachaça;La bouteille 70cl;AGUACANA;NAT; ;37500800;587568;3012993045590;6;3.1515;18.909;7.4;29;22;15;0.01;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum brun 40°;La bouteille 1 Litre;PALMIER;1P; ;37502600;650101;3147690042709;12;3.2601;39.1212;17.1;31;35;26;0.028;9;5;45;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum Blanc Agricole;La bouteille 70cl;SAINT JAMES;NAT; ;37503020;651406;3255537505079;6;3.4049;20.4294;6.6;31;23;15;0.011;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc Traditionnel des Antilles;La bouteille 70cl;OLD NICK;NAT; ;37500200;650309;3012991302039;6;3.7554;22.5324;8.2;31;28;22;0.019;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc traditionnel de la Réunion;La bouteille 70cl;RIVIERE DU MÂT;NAT; ;37501850;513564;3147699115374;6;3.7975;22.785;7.7;31;23;16;0.011;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum Ambré;La bouteille 1 litre + 1 manique OFFERTE;NEGRITA;NAT; ;37500140;650283;3012990026301;6;4.16;24.96;8.6;34;27;18;0.017;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc agricole de Martinique;La bouteille 70cl;DILLON;NAT; ;37500150;759845;3012993049659;6;4.2252;25.3512;7;31;23;16;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc agricole de Guadeloupe;La bouteille 70cl;DAMOISEAU;NAT; ;37502530;651760;3290370000251;6;4.2998;25.7988;7.3;30;24;17;0.012;20;5;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc 50Â°;RHUM BLANC 50Â° - Bouteille de 1L;CHARRETTE;NAT; ;37502560;499103;3377450000018;6;4.6865;28.119;9.3;33;26;18;0.015;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum Agricole de Guadeloupe Domaine de Bellevue;La bouteille 1 litre;MARIE-GALANTE;NAT; ;37500210;650341;3012993002142;6;4.7192;28.3152;9.3;33;26;18;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum Agricole Royal Ambré;La bouteille 70cl;SAINT JAMES;NAT; ;37503000;651281;3255537503075;6;5.0397;30.2382;6.6;31;22;15;0.01;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum Blanc;La bouteille 1 litre;OLD NICK;NAT; ;37500240;651448;3012993028289;6;5.0874;30.5244;9.6;32;27;18;0.016;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc;La bouteille 1 litre;DILLON;NAT; ;37500130;587063;3012991301001;6;5.3152;31.8912;9.15;33;26;18;0.015;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Ron cubain 3 ans d'âge;La bouteille 70cl;HAVANA CLUB;NAT; ;37500700;743906;8501110080231;6;5.6381;33.8286;7.3;23;31;15;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc cubain Carta Blanca;La bouteille 70cl;BACARDI;NAT; ;37502500;651703;5010677014205;6;5.8504;35.1024;11;30;24;16;0.012;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum blanc 50°;La bouteille 1Litre;3 RIVIERES;NAT; ;37500610;607069;3267130003104;6;6.5381;39.2286;9.6;32;28;18;0.016;17;5;85;0;0;1
LIQUIDES;Alcools & spiritueux;Les rhums & sirops de canne;Rhum vieux Agricole Martinique;La bouteille 70cl;CLEMENT;NAT; ;37502540;563247;3107460004511;6;9.7942;58.7652;7.3;24;30;20;0.014;16;6;96;0;0;1
LIQUIDES;Alcools & spiritueux;Les vins doux;Muscat de samos;La bouteille 75cl;;NAT; ;36421160;755983;3147690087403;6;2.8367;17.0202;8.3;30;26;17;0.013;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les vins doux;Rivesaltes Tuile;La bouteille 1 litre;BELLE FRANCE;BF; ;36411500;637405;3258561360690;6;2.9304;17.5824;10.2;32;26;17;0.014;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les vins doux;Muscat de Rivesaltes;La bouteille 75cl;BELLE FRANCE;BF; ;36423000;637421;3258561360713;6;3.1093;18.6558;7.9;30;25;17;0.013;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les vins doux;Banyuls aoc ;La bouteille 75cl;;1P; ;36430600;637504;3132593000888;6;3.3135;19.881;6.9;30;24;16;0.012;21;6;126;0;0;1
LIQUIDES;Alcools & spiritueux;Les vins doux;Rivesaltes;La bouteille 1 L;VABE;NAT; ;36410400;637066;3013010005412;6;3.3988;20.3928;9.6;33;27;18;0.016;21;4;84;0;0;1
LIQUIDES;Alcools & spiritueux;Les vins doux;Muscat;La bouteille 75 cl + 33% GRATUIT;FRONTIGNAN;NAT; ;36422007;793828;3193460000417;6;4.6082;27.6492;9.9;32;26;17;0.014;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;BELLE FRANCE;BF; ;37605000;642587;3258561370149;6;0.7506;4.5036;6.4;29;24;16;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka Pur Grain;La bouteille 1 litre;BELLE FRANCE;BF; ;37600340;543280;3258561370156;6;0.9198;5.5188;9;32;27;18;0.016;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;SOBIESKI;NAT; ;37605200;643460;5902738884530;6;1.8063;10.8378;6.6;31;24;16;0.012;24;4;96;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;BELVEDERE;NAT; ;37600850;643445;5901041003003;6;18.1398;108.8388;7.7;36;25;15;0.014;23;4;92;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 1 litre;SOBIESKI;NAT; ;37605210;646786;5902738884554;6;2.1493;12.8958;10.5;35;29;19;0.019;16;4;64;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka Biala;La bouteille 70cl;ZUBROWKA;NAT; ;37601250;642082;5900343010146;6;2.2831;13.6986;6.7;29;25;17;0.012;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;POLIAKOV;NAT; ;37600800;642009;3147690061007;6;2.5273;15.1638;7.7;30;25;17;0.013;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 1 litre;POLIAKOV;NAT; ;37600860;643502;3147690059004;6;3.2387;19.4322;9.8;32;27;18;0.016;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;ERISTOFF ORIGINAL;NAT; ;37600307;780247;8410414000466;6;3.7199;22.3194;7.9;35;28;18;0.018;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;ZUBROWKA;NAT; ;37601230;642108;5900343005296;6;6.3262;37.9572;6.7;17;29;25;0.012;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;ABSOLUT;NAT; ;37603500;641886;7312040017683;6;6.5518;39.3108;7.7;23;27;18;0.011;18;5;90;0;0;1
LIQUIDES;Alcools & spiritueux;Les vodka;Vodka;La bouteille 70cl;ABSOLUT;NAT; ;37603510;641860;7312040551668;6;6.997;41.982;7.5;23;26;18;0.011;18;5;90;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky aromatises;Tennessee Straight Rye Whiskey;La bouteille 70cl;JACK DANIEL'S;NAT; ;37700450;641589;5099873011720;6;9.5438;57.2628;6.7;26;27;18;0.013;17;6;102;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky aromatises;Liqueur Tennessee Honey;La bouteille 70cl;JACK DANIEL'S;NAT; ;37702220;589226;5099873001370;6;9.8415;59.049;7.4;26;27;18;0.013;21;5;105;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Blended Malt Scotch Whisky;La bouteille 70cl;MONKEY SHOULDER;NAT; ;37701510;659102;5010327105215;6;11.7042;70.2252;9.3;24;30;21;0.015;16;6;96;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Highland Single Malt Scotch Whisky 10 ans d'âge;La bouteille 70cl + CANISTER;ABERLOUR;NAT; ;37701560;748020;3047100243750;6;12.0526;72.3156;10;35;27;18;0.017;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Blended Scotch Whisky 12 ans d'âge;La bouteille 70cl + ETUI;JOHNNIE WALKER;NAT; ;37702600;640706;5000267024233;6;12.1526;72.9156;7;31;29;16;0.014;20;4;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Single Malt Scotch Whisky;La bouteille 70cl + ETUI;THE GLENLIVET;NAT; ;37701420;497024;5000299609347;3;12.3968;37.1904;4.29;34;28;10;0.01;32;4;128;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Single Malt Scotch Whisky 12 ans d'âge;La bouteille 70cl + CANISTER;GLENFIDDICH;NAT; ;37700800;640409;5010327000176;6;13.2389;79.4334;9.4;33;28;19;0.018;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Blended Scotch Whisky;La bouteille 70cl + étui;JOHNNIE WALKER;NAT; ;37701020;756262;5000267116303;6;14.5431;87.2586;10;33;29;16;0.015;16;5;80;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Single Malt Scotch Whisky 12 ans d'âge;La bouteille 70cl + CANISTER;KNOCKANDO;NAT; ;37700140;640748;5010103802291;6;15.0196;90.1176;7.6;32;28;19;0.017;11;4;44;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Single Malt Scotch Whisky 12 ans d'âge;La bouteille 70cl + ETUI;CARDHU;NAT; ;37700110;640268;5000267102573;6;15.9957;95.9742;9.3;25;34;21;0.018;10;6;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky d'âge & pur malt;Scotch Malt Scotch Whisky;La bouteille 70cl + CANISTER;GLENGRANT;NAT; ;37704100;642967;80432402993;6;6.4286;38.5716;9.9;32;28;20;0.018;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Whisky blended 40% vol. ;La bouteille 70cl;ÉCOPRIX;1P; ;37704820;640003;3258565370312;6;1.0993;6.5958;6.7;30;24;16;0.012;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Whisky 40°;La bouteille 70cl;GOLDEN HOUSE ;NAT; ;37701100;640227;3132590057205;12;1.1467;13.7604;14.7;30;31;22;0.02;12;5;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended scotch wisky Glen Dew 40% vol.  ;La bouteille 70cl;BELLE FRANCE;BF; ;37704800;639906;3258561370415;6;1.5572;9.3432;6.4;31;23;16;0.011;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Whisky blanded 40°;La bouteille 1 Litre;GOLDEN HOUSE ;1P; ;37701070;641209;3132590053405;6;1.6033;9.6198;9;32;26;17;0.014;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky Glen Dew;La bouteille 1 litre;BELLE FRANCE;BF; ;37704840;510727;3258561370422;6;2.0317;12.1902;8.6;33;27;18;0.016;19;4;76;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;WILLIAM PEEL;NAT; ;37701620;640466;3107872000507;12;2.3224;27.8688;14;28;30;24;0.02;12;5;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Finest Blended Scotch Whisky;La bouteille 70cl;SIR EDWARD'S;NAT; ;37700070;640342;3012992422002;6;2.395;14.37;7.4;31;24;16;0.012;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Whisky;La bouteille 70cl;LONG JOHN;NAT; ;37702000;641142;5010019601742;6;2.8708;17.2248;8;31;24;17;0.013;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;LABEL 5;NAT; ;37701220;641282;3147690051206;6;3.1298;18.7788;7.8;27;29;13;0.01;25;5;125;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Finest Blended Scotch Whisky;La bouteille 1 litre;SIR EDWARD'S;NAT; ;37700080;640102;3012992421005;6;3.1474;18.8844;9.5;33;27;18;0.016;19;5;95;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 1 litre;WILLIAM PEEL;NAT; ;37701660;640441;3107872000606;9;3.1969;28.7721;12.8;32;34;21;0.023;14;5;70;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;WILLIAM LAWSON'S;NAT; ;37700750;641340;5010752000307;6;3.5424;21.2544;6.5;31;24;16;0.012;24;5;120;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 1 litre;LABEL 5;NAT; ;37701240;641324;3147690051107;6;4.2642;25.5852;10.9;31;33;14;0.014;18;4;72;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 1,5 litre;WILLIAM PEEL;NAT; ;37701630;640946;3107872002808;6;4.3843;26.3058;15;35;26;23;0.021;15;4;60;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;CLAN CAMPBELL;NAT; ;37704000;641464;3163937632007;6;4.715;28.29;8.5;32;29;19;0.018;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;JOHNNIE WALKER;NAT; ;37702520;640664;5000267014203;6;4.9792;29.8752;7.1;28;24;15;0.01;28;4;112;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;THE FAMOUS GROUSE;NAT; ;37700700;641100;5010314700003;6;5.0971;30.5826;7.3;31;24;16;0.012;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;CLAN CAMPBELL;NAT; ;37703990;507988;3163937163402;6;5.1971;31.1826;6.6;30;24;16;0.012;23;5;115;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;J&B;NAT; ;37700900;641043;5010103800259;6;5.2971;31.7826;7;31;24;16;0.012;25;4;100;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 70cl;BALLANTINE'S;NAT; ;37700200;640540;5010106113127;6;5.4213;32.5278;6.8;26;20;19;0.01;24;5;120;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Blended Scotch Whisky;La bouteille 1 litre;CLAN CAMPBELL;NAT; ;37704010;642561;3163937637002;6;6.2463;37.4778;9.7;31;24;17;0.013;17;4;68;0;0;1
LIQUIDES;Alcools & spiritueux;Les whisky standards;Finest Blended Scotch Whisky;La bouteille 1 litre;BALLANTINE'S;NAT; ;37700260;640144;5010106111956;12;6.9936;83.9232;12;32;50;40;0.064;7;5;35;0;0;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Tchèque;La bouteille 33cl;PILSNER URQUELL;NAT; ;31312530;647529;8594404110127;24;0.6199;14.8776;13.3;24;36;24;0.021;9;6;54;270;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Allemande;La bouteille 33cl;KROMBACHER PILS;NAT; ;31313520;599167;4008287058222;24;0.6378;15.3072;16.1;25;41;27;0.028;9;6;54;300;240;1
LIQUIDES;Bières;La cave de bière;Bière chinoise;La bouteille 33cl;TSINGTAO;NAT; ;31400010;609842;6901035601030;24;0.6757;16.2168;16.7;24;41;28;0.028;8;6;48;360;120;1
LIQUIDES;Bières;La cave de bière;Bière blonde;La bouteille 65cl;HOLLANDIA;NAT; ;31315000;610840;8714800014212;15;0.7768;11.652;15;25;38;23;0.022;10;5;50;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Ambrée Belge;La bouteille 25cl;LINDEMANS FARO;NAT; ;31314280;525444;5411223030067;24;0.8231;19.7544;12.4;24;35;23;0.019;10;7;70;300;200;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Italienne;La bouteille 33cl;PERONI NASTRO AZZURRO;NAT; ;31312540;594168;8008440222008;12;0.8262;9.9144;6.7;25;23;18;0.01;24;6;144;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde à l'Ancienne;La bouteille 33cl;LA GOUDALE;NAT; ;31313350;520965;3261570000723;12;0.8473;10.1676;7.1;23;28;21;0.014;14;7;98;300;120;1
LIQUIDES;Bières;La cave de bière;Bière trappistes Rouge;La bouteille 33cl;CHIMAY;NAT; ;31400180;636407;5410908000012;12;0.8483;10.1796;7.5;20;30;22;0.013;16;8;128;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Japonaise;La bouteille 33cl;ASAHI SUPER DRY;NAT; ;31312550;748707;8008440249227;12;0.9168;11.0016;6.5;23;24;18;0.01;25;6;150;300;240;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Ecossaise;La bouteille 33cl;BREWDOG;NAT; ;31314290;525469;5056025408920;12;0.9378;11.2536;6.8;23;25;19;0.011;18;7;126;300;200;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Belge;La bouteille 33cl;CORNET OAKED;NAT; ;31315070;798603;5410783004594;12;0.9578;11.4936;6.9;23;25;19;0.011;18;7;126;300;240;1
LIQUIDES;Bières;La cave de bière;Bière Rubis Belge à la p'tite cerise;La bouteille 33cl;MORT SUBITE KRIEK LAMBIC;NAT; ;31315550;768283;5411656051479;12;0.9652;11.5824;6.9;24;25;19;0.011;19;7;133;300;240;1
LIQUIDES;Bières;La cave de bière;Bière trappistes triple;La bouteille 33cl;CHIMAY;NAT; ;31400190;722801;5410908000029;12;0.9662;11.5944;7.5;23;13;20;0.006;16;8;128;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Thaï;La bouteille 33cl;SINGHA;NAT; ;31314240;520700;8850999112107;24;0.9957;23.8968;7.4;24;36;24;0.021;9;6;54;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blanche Belge;La bouteille 33cl;MORT SUBITE WHITE LAMBIC;NAT; ;31315560;795021;5411656051486;12;1.0041;12.0492;6.9;24;25;19;0.011;19;7;133;300;240;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Hollandaise;La bouteille 45cl;GROLSH;NAT; ;31312500;616946;87167016;20;1.0136;20.272;22;26;38;30;0.03;10;5;50;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Japonaise;La bouteille 33cl;KIRI ICHIBAN;NAT; ;31400110;633081;4260134390019;24;1.0431;25.0344;15.2;22;37;25;0.02;9;6;54;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde;La bouteille 35,5cl;CORONA EXTRA;NAT; ;31415340;610642;75032814;24;1.0473;25.1352;15;26;38;26;0.026;9;6;54;240;120;1
LIQUIDES;Bières;La cave de bière;Bière Ambrée Belge;La bouteille 33cl;VEDETT EXTRA ORDINARY IPA;NAT; ;31400250;528760;5411681401775;24;1.0547;25.3128;16;18;45;30;0.024;8;9;72;300;240;1
LIQUIDES;Bières;La cave de bière;Bière blonde;75cl;KRONENBOURG;NAT; ;31312110;608729;3080210003814;6;1.062;6.372;7.8;31;26;18;0.015;28;5;140;300;90;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Belge;La bouteille 25cl;CUVEE DES TROLLS;NAT; ;31312630;758946;5411551141091;12;1.0694;12.8328;6.5;22;25;16;0.009;20;6;120;300;200;1
LIQUIDES;Bières;La cave de bière;Bière blonde ;Bouteille 1Litre;SAINT-OMER;NAT; ;31313500;647503;3162330012683;12;1.0883;13.0596;12.7;29;25;34;0.025;10;5;50;210;90;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Triple;La bouteille 33cl;SECRET DES MOINES;NAT; ;31313380;520981;3347970000249;12;1.0925;13.11;7.3;18;29;22;0.011;14;8;112;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Belge d'Abbaye Triple;La bouteille 33cl;MAREDSOUS;NAT; ;31400460;520809;5411681038001;12;1.0968;13.1616;7.9;19;29;22;0.012;13;9;117;300;120;1
LIQUIDES;Bières;La cave de bière;Bière trappistes Bleue;La bouteille 33cl;CHIMAY;NAT; ;31400130;633180;5410908000036;12;1.1031;13.2372;6;20;28;21;0.012;16;8;128;300;120;1
LIQUIDES;Bières;La cave de bière;Bière blonde;La bouteille 65cl;HEINEKEN;NAT; ;31312220;609727;3119780268788;12;1.1073;13.2876;11;21;35;23;0.017;16;5;80;330;210;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Belge d'Abbaye;La bouteille 33cl;TONGERLO LUX;NAT; ;31314520;628107;54085190;12;1.1094;13.3128;7;23;24;18;0.01;21;6;126;300;200;1
LIQUIDES;Bières;La cave de bière;Bière blonde;La bouteille 33cl;DUVEL;NAT; ;31400300;647545;5411681014005;12;1.1231;13.4772;8;19;29;22;0.012;13;9;117;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Rouge Belge à la cerise;La bouteille 33cl;KASTEEL ROUGE;NAT; ;31314250;520684;5411081003654;12;1.1589;13.9068;7.2;18;28;21;0.011;15;6;90;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Ambrée Corse à la châtaigne;La bouteille 33cl;PIETRA;NAT; ;31314210;520767;3498640101008;12;1.1683;14.0196;7.8;25;25;19;0.012;19;6;114;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Blonde;La bouteille 33cl;BIERE DU DEMON;NAT; ;31313390;522102;3261570000136;12;1.2041;14.4492;6.8;24;25;19;0.011;19;6;114;300;200;1
LIQUIDES;Bières;La cave de bière;Bière Blonde Belge;La bouteille 33cl;LA CHOUFFE;NAT; ;31400450;520825;5410769100081;12;1.2062;14.4744;7.9;19;29;22;0.012;13;9;117;300;120;1
LIQUIDES;Bières;La cave de bière;Bière Ambrée Pays-Bas Trappist Quadrupel;La bouteille 33cl;LA TRAPPE;NAT; ;31405620;521062;8711406022207;12;1.222;14.664;7.1;23;25;19;0.011;18;7;126;300;200;1
